"CSP","Account/Subscription name","Subscription ID","Resource type","VM  Name","OS Type","VM status","Private IP address","Public IP Address","Login user name","Region","Subnet name","VNET ID","VM LaunchTime","VM Specs","Owner email ID","timestamp"
"Azure","TIM-CORP-REPO","072e4d6f-78a4-42ca-93c6-e2c165f94801","VM-List","AVM-UNIX-POC-VM01","Linux","Succeeded","10.181.3.13","","clouduser","centralindia","10.181.3.0/27","TIM-CORP-REPO-Linux-NSG","","Standard_D2as_v4","","2023-07-17T06:52:23"
"Azure","TIM-CORP-REPO","072e4d6f-78a4-42ca-93c6-e2c165f94801","VM-List","918350-VM","Windows","Succeeded","10.181.3.24","","techmadmin","centralindia","10.181.3.0/27","TIM-CORP-REPO-NSG","","Standard_D2as_v4","","2023-07-17T06:52:23"
"Azure","TIM-CORP-REPO","072e4d6f-78a4-42ca-93c6-e2c165f94801","VM-List","TECHM-RHEL9-JULY2023-Q3","Linux","Succeeded","10.181.3.20","","clouduser","centralindia","10.181.3.0/27","TIM-CORP-REPO-Linux-NSG","","Standard_D2as_v4","","2023-07-17T06:52:23"
"Azure","TIM-CORP-REPO","072e4d6f-78a4-42ca-93c6-e2c165f94801","VM-List","TECHM-WIN2022-STD-JULY2023-Q3","Windows","Succeeded","10.181.3.11","","Clouduser","centralindia","10.181.3.0/27","TIM-CORP-REPO-NSG","","Standard_B2ms","","2023-07-17T06:52:23"
"Azure","TIM-CORP-REPO","072e4d6f-78a4-42ca-93c6-e2c165f94801","VM-List","TECHM-RHEL7-JAN2023-Q1","Linux","Succeeded","10.181.3.8","","clouduser","centralindia","10.181.3.0/27","TIM-CORP-REPO-Linux-NSG","","Standard_D2as_v4","","2023-07-17T06:52:23"
"Azure","TIM-CORP-REPO","072e4d6f-78a4-42ca-93c6-e2c165f94801","VM-List","TECHM-ORACLE-LINUX8-APR2022-Q2","Linux","Succeeded","10.181.3.10","","azureuser","centralindia","10.181.3.0/27","TIM-CORP-REPO-Linux-NSG","","Standard_D4as_v4","","2023-07-17T06:52:23"
"Azure","TIM-CORP-REPO","072e4d6f-78a4-42ca-93c6-e2c165f94801","VM-List","Azure-Defender-MAV-Feye-001","Windows","Succeeded","10.181.3.15","","clouduser","centralindia","10.181.3.0/27","TIM-CORP-REPO-NSG","","Standard_B4ms","","2023-07-17T06:52:23"
"Azure","TIM-CORP-REPO","072e4d6f-78a4-42ca-93c6-e2c165f94801","VM-List","AVM-Ubuntumigration-vm01","Linux","Succeeded","10.181.3.18","","clouduser","centralindia","10.181.3.0/27","TIM-CORP-REPO-Linux-NSG","","Standard_B2ms","","2023-07-17T06:52:23"
"Azure","TIM-CORP-REPO","072e4d6f-78a4-42ca-93c6-e2c165f94801","VM-List","Azure-Defender-001","Windows","Succeeded","10.181.3.16","","clouduser","centralindia","10.181.3.0/27","TIM-CORP-REPO-NSG","","Standard_B4ms","","2023-07-17T06:52:23"
"Azure","TIM-CORP-REPO","072e4d6f-78a4-42ca-93c6-e2c165f94801","VM-List","AVM-FORKT","Windows","Succeeded","10.181.3.17","","clouduser","centralindia","10.181.3.0/27","TIM-CORP-REPO-NSG","","Standard_B2s","","2023-07-17T06:52:23"
"Azure","TIM-CORP-REPO","072e4d6f-78a4-42ca-93c6-e2c165f94801","VM-List","AVM-WIN2019-Q1","Windows","Succeeded","10.181.3.5","","clouduser","centralindia","10.181.3.0/27","TIM-CORP-REPO-NSG","","Standard_D2as_v5","","2023-07-17T06:52:23"
"Azure","CIO-Services-WAAS2","0cd7f425-d57a-4f4b-9bc6-67b12ab74022","VM-List","AVM-TestLinux","Linux","Succeeded","10.181.224.198","","","centralindia","10.181.224.192/26","","","Standard_B2s","","2023-07-17T06:52:23"
"Azure","CIO-Services-WAAS2","0cd7f425-d57a-4f4b-9bc6-67b12ab74022","VM-List","AZINCTSF0001","Windows","Succeeded","10.181.224.9","","","centralindia","10.181.224.0/27","CIO-Services-WAAS2-NSG","","Standard_D4as_v4","","2023-07-17T06:52:23"
"Azure","CIO-Services-WAAS2","0cd7f425-d57a-4f4b-9bc6-67b12ab74022","VM-List","AZINCTSF0002","Windows","Succeeded","10.181.224.10","","","centralindia","10.181.224.0/27","CIO-Services-WAAS2-NSG","","Standard_D4s_v3","","2023-07-17T06:52:23"
"Azure","CIO-Services-WAAS2","0cd7f425-d57a-4f4b-9bc6-67b12ab74022","VM-List","ADC-VPX-1","Linux","Succeeded","10.181.224.52","","vdiadmin","centralindia","10.181.224.48/28","ADC-VPX-NSG-1-01","","Standard_DS3_v2","","2023-07-17T06:52:23"
"Azure","CIO-Services-WAAS2","0cd7f425-d57a-4f4b-9bc6-67b12ab74022","VM-List","AZINCTSF001","Windows","Succeeded","10.181.224.15","","vdiadmin","centralindia","10.181.224.0/27","CIO-Services-WAAS2-NSG","","Standard_D2as_v4","","2023-07-17T06:52:23"
"Azure","CIO-Services-WAAS2","0cd7f425-d57a-4f4b-9bc6-67b12ab74022","VM-List","azure-poc2","Windows","Succeeded","10.181.224.201","","clouduser","centralindia","10.181.224.192/26","CIO-Services-WAAS2-NSG","","Standard_D2as_v4","","2023-07-17T06:52:23"
"Azure","CIO-Services-WAAS2","0cd7f425-d57a-4f4b-9bc6-67b12ab74022","VM-List","AZINCTMIHSD01","Windows","Failed","10.181.224.101","","vdiadmin","centralindia","10.181.224.96/27","CIO-Services-WAAS2-NSG","","Standard_D8as_v4","","2023-07-17T06:52:23"
"Azure","CIO-Services-WAAS2","0cd7f425-d57a-4f4b-9bc6-67b12ab74022","VM-List","AVM-LInuxTest1","Linux","Succeeded","10.181.224.197","","clouduser","centralindia","10.181.224.192/26","AVM-LInuxTest1-nsg","","Standard_B2s","","2023-07-17T06:52:23"
"Azure","CIO-Services-WAAS2","0cd7f425-d57a-4f4b-9bc6-67b12ab74022","VM-List","ADC-VPX-0","Linux","Succeeded","10.181.224.53","","vdiadmin","centralindia","10.181.224.48/28","ADC-VPX-NSG-0-01","","Standard_DS3_v2","","2023-07-17T06:52:23"
"Azure","CIO-Services-WAAS2","0cd7f425-d57a-4f4b-9bc6-67b12ab74022","VM-List","AZINCTCC002","Windows","Succeeded","10.181.224.6","","vdiadmin","centralindia","10.181.224.0/27","CIO-Services-WAAS2-NSG","","Standard_D4s_v3","","2023-07-17T06:52:23"
"Azure","CIO-Services-WAAS2","0cd7f425-d57a-4f4b-9bc6-67b12ab74022","VM-List","AZURE-POC","Windows","Succeeded","10.181.224.200","","azurepoc","centralindia","10.181.224.192/26","CIO-Services-WAAS2-NSG","","Standard_D2as_v4","","2023-07-17T06:52:23"
"Azure","CIO-Services-WAAS2","0cd7f425-d57a-4f4b-9bc6-67b12ab74022","VM-List","AZINCTPRS01","Windows","Succeeded","10.181.224.8","","vdiadmin","centralindia","10.181.224.0/27","AZINCTPRS01-nsg","","Standard_D2s_v3","","2023-07-17T06:52:23"
"Azure","CIO-Services-WAAS2","0cd7f425-d57a-4f4b-9bc6-67b12ab74022","VM-List","AZINCTSF002","Windows","Succeeded","10.181.224.14","","vdiadmin","centralindia","10.181.224.0/27","CIO-Services-WAAS2-NSG","","Standard_D2as_v4","","2023-07-17T06:52:23"
"Azure","CIO-Services-WAAS2","0cd7f425-d57a-4f4b-9bc6-67b12ab74022","VM-List","AVM-TEST1","Windows","Succeeded","10.181.224.39","","clouduser","centralindia","10.181.224.32/28","CIO-Services-WAAS2-NSG","","Standard_D2as_v4","","2023-07-17T06:52:23"
"Azure","CIO-Services-WAAS2","0cd7f425-d57a-4f4b-9bc6-67b12ab74022","VM-List","AZINCTCC001","Windows","Succeeded","10.181.224.5","","vdiadmin","centralindia","10.181.224.0/27","CIO-Services-WAAS2-NSG","","Standard_D4s_v3","","2023-07-17T06:52:23"
"Azure","CIO-Services-WAAS2","0cd7f425-d57a-4f4b-9bc6-67b12ab74022","VM-List","AZINVDMIUBU22","Linux","Succeeded","10.181.224.213","","vdiadmin","centralindia","10.181.224.192/26","CIO-Services-WAAS2-NSG","","Standard_D8as_v4","","2023-07-17T06:52:23"
"Azure","CIO-Services-WAAS2","0cd7f425-d57a-4f4b-9bc6-67b12ab74022","VM-List","AZINCTHSD001","Windows","Succeeded","10.181.224.69","","vdiadmin","centralindia","10.181.224.64/27","CIO-Services-WAAS2-NSG","","Standard_E8-4as_v4","","2023-07-17T06:52:23"
"Azure","CIO-Services-WAAS2","0cd7f425-d57a-4f4b-9bc6-67b12ab74022","VM-List","AZINCTLA003","Linux","Succeeded","10.181.224.199","","","centralindia","10.181.224.192/26","CIO-Services-WAAS2-NSG","","Standard_D8as_v4","","2023-07-17T06:52:23"
"Azure","CIO-Services-WAAS2","0cd7f425-d57a-4f4b-9bc6-67b12ab74022","VM-List","Test-01","Windows","Succeeded","10.181.224.196","","clouduser","centralindia","10.181.224.192/26","CIO-Services-WAAS2-NSG","","Standard_B2s","","2023-07-17T06:52:23"
"Azure","CIO-Services-WAAS2","0cd7f425-d57a-4f4b-9bc6-67b12ab74022","VM-List","AZINCTADM01","Linux","Succeeded","10.181.224.54","","vdiadmin","centralindia","10.181.224.48/28","AZINCTADM01-nsg","","Standard_D2s_v3","","2023-07-17T06:52:23"
"Azure","Keysight-MC-PTT-T&M-DEV","0de8ed70-7b80-41c9-adf2-92c04118c4a5","VM-List","AVM-Keysight-MC-PTT-TM-DEV-01","Windows","Succeeded","10.181.124.68","","clouduser","centralindia","10.181.124.64/27","Keysight-MC-PTT-TM-DEV-NSG-WIN","","Standard_D4ads_v5","","2023-07-17T06:52:23"
"Azure","ADMS NXT Staging","10c8ec8d-a6c7-4f10-aa80-08a1c236d699","VM-List","AVM-ADMS-NXT-Staging-JUMP-SEVER","Linux","Succeeded","10.181.205.4","","clouduser","centralindia","10.181.205.0/25","ADMS-NXT-Staging-Linux-NSG","","Standard_D4ads_v5","","2023-07-17T06:52:23"
"Azure","ADMS NXT Staging","10c8ec8d-a6c7-4f10-aa80-08a1c236d699","VM-List","AVM-ADMS-NXT-DEMO-VM06","Linux","Succeeded","10.181.154.8","","clouduser","centralindia","10.181.154.0/27","ADMS-NXT-Staging-Linux-NSG","","Standard_D4ads_v5","","2023-07-17T06:52:23"
"Azure","ADMS NXT Staging","10c8ec8d-a6c7-4f10-aa80-08a1c236d699","VM-List","AVM-ADMS-NXT-DEMO-Agility-App-VM09","Windows","Succeeded","10.181.154.6","","clouduser","centralindia","10.181.154.0/27","ADMS-NXT-Staging-Win-NSG","","Standard_D4ads_v5","","2023-07-17T06:52:23"
"Azure","ADMS NXT Staging","10c8ec8d-a6c7-4f10-aa80-08a1c236d699","VM-List","AVM-ADMS-NXT-DEMO-XLR-App-VM02","Linux","Succeeded","10.181.154.5","","clouduser","centralindia","10.181.154.0/27","ADMS-NXT-Staging-Linux-NSG","","Standard_D4ads_v5","","2023-07-17T06:52:23"
"Azure","ADMS NXT Staging","10c8ec8d-a6c7-4f10-aa80-08a1c236d699","VM-List","AVM-ADMS-NXT-DEMO-XLD-App-VM01","Linux","Succeeded","10.181.154.4","","clouduser","centralindia","10.181.154.0/27","ADMS-NXT-Staging-Linux-NSG","","Standard_D4ads_v5","","2023-07-17T06:52:23"
"Azure","ADMS NXT Staging","10c8ec8d-a6c7-4f10-aa80-08a1c236d699","VM-List","AVM-ADMS-NXT-DEMO-EWB-VM08","Linux","Succeeded","10.181.154.10","","clouduser","centralindia","10.181.154.0/27","ADMS-NXT-Staging-Linux-NSG","","Standard_D4ads_v5","","2023-07-17T06:52:23"
"Azure","ADMS NXT Staging","10c8ec8d-a6c7-4f10-aa80-08a1c236d699","VM-List","AVM-ADMS-NXT-DEMO-Stackstorm-VM07","Linux","Succeeded","10.181.154.9","","clouduser","centralindia","10.181.154.0/27","ADMS-NXT-Staging-Linux-NSG","","Standard_D4ads_v5","","2023-07-17T06:52:23"
"Azure","ADMS NXT Staging","10c8ec8d-a6c7-4f10-aa80-08a1c236d699","VM-List","AVM-ADMS-NXT-DEMO-XLR-DB-VM04","Linux","Succeeded","10.181.154.12","","clouduser","centralindia","10.181.154.0/27","ADMS-NXT-Staging-Linux-NSG","","Standard_D4ads_v5","","2023-07-17T06:52:23"
"Azure","ADMS NXT Staging","10c8ec8d-a6c7-4f10-aa80-08a1c236d699","VM-List","AVM-ADMS-NXT-DEMO-XLD-DB-VM03","Linux","Succeeded","10.181.154.11","","clouduser","centralindia","10.181.154.0/27","ADMS-NXT-Staging-Linux-NSG","","Standard_D4ads_v5","","2023-07-17T06:52:23"
"Azure","BCBU_Capability_Build","17932a42-4f43-489d-8f44-39fac34dc6a8","VM-List","AVM-BCBU-ttluser-001","Linux","Succeeded","10.181.175.71","","","centralindia","10.181.175.64/26","AVM-BCBU-VM001-nsg","","Standard_D2as_v4","","2023-07-17T06:52:23"
"Azure","BCBU_Capability_Build","17932a42-4f43-489d-8f44-39fac34dc6a8","VM-List","AVM-BCBU-LinuxVM","Linux","Succeeded","10.181.175.76","","","centralindia","10.181.175.64/26","AVM-BCBU-CapabilityBuild-001-nsg","","Standard_D4ads_v5","","2023-07-17T06:52:23"
"Azure","BCBU_Capability_Build","17932a42-4f43-489d-8f44-39fac34dc6a8","VM-List","AVM-BCBU-VM1","Windows","Succeeded","10.181.175.75","","","centralindia","10.181.175.64/26","VLM-dev-nsg","","Standard_D4ads_v5","","2023-07-17T06:52:23"
"Azure","BCBU_Capability_Build","17932a42-4f43-489d-8f44-39fac34dc6a8","VM-List","AVM-BCBU-VM02","Linux","Succeeded","10.181.175.73","","","centralindia","10.181.175.64/26","AVM-BCBU-VM001-nsg","","Standard_D4as_v5","","2023-07-17T06:52:23"
"Azure","BCBU_Capability_Build","17932a42-4f43-489d-8f44-39fac34dc6a8","VM-List","AVM-BCBU-UCCsolution","Linux","Succeeded","10.181.175.72","","","centralindia","10.181.175.64/26","AVM-BCBU-CapabilityBuild-001-nsg","","Standard_D4as_v4","","2023-07-17T06:52:23"
"Azure","BCBU_Capability_Build","17932a42-4f43-489d-8f44-39fac34dc6a8","VM-List","AVM-BCBU-Linux-VM04","Linux","Succeeded","10.181.175.82","","clouduser","centralindia","10.181.175.64/26","AVM-BCBU-CapabilityBuild-001-nsg","","Standard_D2as_v5","","2023-07-17T06:52:23"
"Azure","BCBU_Capability_Build","17932a42-4f43-489d-8f44-39fac34dc6a8","VM-List","AVM-BCBU-VM01","Linux","Succeeded","10.181.175.70","","","centralindia","10.181.175.64/26","AVM-BCBU-VM001-nsg","","Standard_D4as_v5","","2023-07-17T06:52:23"
"Azure","BCBU_Capability_Build","17932a42-4f43-489d-8f44-39fac34dc6a8","VM-List","AVM-BCBU-LINUX-VM03","Linux","Succeeded","10.181.175.81","","clouduser","centralindia","10.181.175.64/26","AVM-BCBU-CapabilityBuild-001-nsg","","Standard_D2ads_v5","","2023-07-17T06:52:23"
"Azure","BCBU_Capability_Build","17932a42-4f43-489d-8f44-39fac34dc6a8","VM-List","AVM-BCBU-VM03","Linux","Succeeded","10.181.175.80","","clouduser","centralindia","10.181.175.64/26","VLM-dev-nsg","","Standard_D2as_v4","","2023-07-17T06:52:23"
"Azure","BCBU_Capability_Build","17932a42-4f43-489d-8f44-39fac34dc6a8","VM-List","AVM-BCBU-LINUX-VM2","Linux","Succeeded","10.181.175.79","","clouduser","centralindia","10.181.175.64/26","AVM-BCBU-CapabilityBuild-001-nsg","","Standard_D4as_v4","","2023-07-17T06:52:23"
"Azure","BCBU_Capability_Build","17932a42-4f43-489d-8f44-39fac34dc6a8","VM-List","AVM-BCBUCapabilityBuild-VM01","Windows","Succeeded","10.181.175.78","","clouduser","centralindia","10.181.175.64/26","AVM-BCBU-VM001-nsg","","Standard_D4as_v4","","2023-07-17T06:52:23"
"Azure","BCBU_Capability_Build","17932a42-4f43-489d-8f44-39fac34dc6a8","VM-List","VLM-dev","Linux","Succeeded","10.181.177.196","","vlm","centralindia","10.181.177.192/26","VLM-dev-nsg","","Standard_D4ds_v4","","2023-07-17T06:52:23"
"Azure","BCBU_Capability_Build","17932a42-4f43-489d-8f44-39fac34dc6a8","VM-List","AVM-BCBU-VM01","Linux","Succeeded","10.181.175.77","","clouduser","centralindia","10.181.175.64/26","VLM-dev-nsg","","Standard_D2as_v4","","2023-07-17T06:52:23"
"Azure","BCBU_Capability_Build","17932a42-4f43-489d-8f44-39fac34dc6a8","VM-List","VM1","Windows","Succeeded","10.181.177.197","","clouduser","centralindia","10.181.177.192/26","VM1-nsg","","Standard_B2s","","2023-07-17T06:52:23"
"Azure","BCBU_Capability_Build","17932a42-4f43-489d-8f44-39fac34dc6a8","VM-List","AVM-BCBU-VM001","Windows","Succeeded","10.181.175.68","","clouduser","centralindia","10.181.175.64/26","AVM-BCBU-VM001-nsg","","Standard_D2as_v4","","2023-07-17T06:52:23"
"Azure","BCBU_Capability_Build","17932a42-4f43-489d-8f44-39fac34dc6a8","VM-List","Resourcemovemt","Windows","Succeeded","10.181.175.69","","clouduser","centralindia","10.181.175.64/26","AVM-BCBU-CapabilityBuild-001-nsg","","Standard_B4ms","","2023-07-17T06:52:23"
"Azure","BCBU_Capability_Build","17932a42-4f43-489d-8f44-39fac34dc6a8","VM-List","Aerlink-01","Linux","Succeeded","10.181.177.196","","","centralindia","10.181.177.192/26","AVM-BCBU-CapabilityBuild-001-nsg","","Standard_D2s_v3","","2023-07-17T06:52:23"
"Azure","IBG CCPNW","1ac41375-6a3f-4092-95ea-1474138fc6a7","VM-List","vm-1","Linux","Succeeded","10.181.170.4","","clouduser","centralindia","10.181.170.0/28","IBG-CCPNW-nsg","","Standard_D4s_v3","","2023-07-17T06:52:23"
"Azure","SGP_SLA_FP_Jun'21_Dev_ASCEND","1b885254-5a47-4ba0-9c05-74a09a57f911","VM-List","AVM-SGP-SLA-FP-Jun21-Dev-ASCEND-001","Windows","Succeeded","10.181.173.132","","clouduser","centralindia","10.181.173.128/28","AVM-SGP-SLA-FP-Jun21-Dev-ASCEND-001-nsg","","Standard_A8_v2","","2023-07-17T06:52:23"
"Azure","SGP_SLA_FP_Jun'21_Dev_ASCEND","1b885254-5a47-4ba0-9c05-74a09a57f911","VM-List","AVM-SGP-SLA-FP-Jun21-Dev-ASCEND-002","Windows","Succeeded","10.181.173.133","","clouduser","centralindia","10.181.173.128/28","SGP_SLA_FP_Jun21_Dev_ASCEND_WIN_NSG","","Standard_E2as_v4","","2023-07-17T06:52:23"
"Azure","Bon Secours DevOps CI/CD Imple-DEV","1c551872-151f-4244-bd88-51e269919cc2","VM-List","bsmh-test-vm","Linux","Succeeded","10.181.232.196","","annes","eastus","10.181.232.192/26","Bon-Secours-DevOps-CI-CD-Imple-DEV-Linux-NSG","","Standard_B2s","","2023-07-17T06:52:23"
"Azure","TalkTalk Fuse - PROD","1d4bba4f-efcf-4987-a530-8c8f02f51462","VM-List","TALKSQL-Restore","Windows","Succeeded","10.181.188.5","","","uksouth","10.181.188.0/27","","","Standard_D4ads_v5","","2023-07-17T06:52:23"
"Azure","TalkTalk Fuse - PROD","1d4bba4f-efcf-4987-a530-8c8f02f51462","VM-List","AVM-TalkTalkProd-VM02","Windows","Succeeded","10.181.188.7","","clouduser","uksouth","10.181.188.0/27","TalkTalkFuse-Prod-Win-NSG","","Standard_D4ads_v5","","2023-07-17T06:52:23"
"Azure","TalkTalk Fuse - PROD","1d4bba4f-efcf-4987-a530-8c8f02f51462","VM-List","AVM-TalkTalkSQLProd02","Windows","Succeeded","10.181.188.8","","clouduser","uksouth","10.181.188.0/27","TalkTalkFuse-Prod-Win-NSG","","Standard_D4ads_v5","","2023-07-17T06:52:23"
"Azure","KPN_NL_BNLX_IT4IT_DevOps","26ee774b-7b1d-4ee6-a494-6eb2b8e9e288","VM-List","AVM-KPN-NL-BNLX-IT4IT-AppServer","Windows","Succeeded","10.181.152.132","","techmadmin","westeurope","10.181.152.128/27","AVM-KPN-NL-BNLX-IT4IT-AppServer-nsg","","Standard_D2s_v3","","2023-07-17T06:52:23"
"Azure","KPN_NL_BNLX_IT4IT_DevOps","26ee774b-7b1d-4ee6-a494-6eb2b8e9e288","VM-List","AVM-KPN-NL-BNLX-IT4IT-DB-Server","Windows","Succeeded","10.181.152.133","","techmadmin","westeurope","10.181.152.128/27","AVM-KPN-NL-BNLX-IT4IT-DB-Server-nsg","","Standard_D2as_v4","","2023-07-17T06:52:23"
"Azure","Automation-MS-ChatBots","2e8cb8ad-dfee-4ef4-b235-1e38288d30cb","VM-List","DeepQA-Sales-01","Linux","Succeeded","10.181.112.4","","","centralindia","10.181.112.0/27","DeepQA-Sales-nsg","","Standard_B2s","","2023-07-17T06:52:23"
"Azure","Automation-MS-ChatBots","2e8cb8ad-dfee-4ef4-b235-1e38288d30cb","VM-List","AVM-Automation-MS-ChatBots-VM2","Windows","Succeeded","10.181.112.7","","clouduser","centralindia","10.181.112.0/27","DeepQA-Sales-nsg","","Standard_D2ads_v5","","2023-07-17T06:52:23"
"Azure","Automation-MS-ChatBots","2e8cb8ad-dfee-4ef4-b235-1e38288d30cb","VM-List","DeepQA-Sales","Linux","Succeeded","10.0.1.8","52.172.192.27","aicoe","centralindia","10.0.1.0/24","DeepQA-Sales-nsg","","Standard_B2s","","2023-07-17T06:52:23"
"Azure","Automation-MS-ChatBots","2e8cb8ad-dfee-4ef4-b235-1e38288d30cb","VM-List","Gitlab-DNA","Linux","Succeeded","10.0.1.4","13.71.25.145","aicoe","centralindia","10.0.1.0/24","Gitlab-DNA-nsg","","Standard_D2_v3","","2023-07-17T06:52:23"
"Azure","Automation-MS-ChatBots","2e8cb8ad-dfee-4ef4-b235-1e38288d30cb","VM-List","h2o-lab-vm","Linux","Succeeded","10.0.0.4","52.254.7.190","DAIUser1","eastus2","10.0.0.0/24","h2o-lab-vm-nsg","","Standard_E20s_v3","","2023-07-17T06:52:23"
"Azure","CircleK_Scaleup-Prod","33503449-d47b-44b4-9125-835838d1c355","VM-List","AZINVDMS21-1","Windows","Succeeded","10.181.225.198","","vdiadmin","uksouth","10.181.225.192/27","CircleK_Scaleup-Prod-win-NSG","","Standard_DS4_v2","","2023-07-17T06:52:23"
"Azure","CircleK_Scaleup-Prod","33503449-d47b-44b4-9125-835838d1c355","VM-List","AVM-CircleK-Scaleup-Prod-VM01","Windows","Succeeded","10.181.225.196","","clouduser","uksouth","10.181.225.192/27","CircleK_Scaleup-Prod-win-NSG","","Standard_D4as_v5","","2023-07-17T06:52:23"
"Azure","CircleK_Scaleup-Prod","33503449-d47b-44b4-9125-835838d1c355","VM-List","AZINVDMS21-0","Windows","Succeeded","10.181.225.199","","vdiadmin","uksouth","10.181.225.192/27","CircleK_Scaleup-Prod-win-NSG","","Standard_DS4_v2","","2023-07-17T06:52:23"
"Azure","CircleK_Scaleup-Prod","33503449-d47b-44b4-9125-835838d1c355","VM-List","AVM-CircleK-Scaleup-Prod-SQL-vm02","Windows","Succeeded","10.181.225.197","","clouduser","uksouth","10.181.225.192/27","CircleK_Scaleup-Prod-win-NSG","","Standard_D4as_v5","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","AVM-CUBA-DEMO2","Windows","Succeeded","10.181.169.199","","clouduser","centralindia","10.181.169.192/27","CU-BIG-DATA-ANALYTICS-NSG","","Standard_D8as_v5","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","AVM-CU-BIGDATA-ANALYTICS-005","Linux","Succeeded","10.181.179.10","","clouduser","centralindia","10.181.179.0/28","CU-BIGDATA_ANALYTICS-LINUX-NSG","","Standard_B2s","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","AVM-CUBA-DEMO1","Windows","Succeeded","10.181.169.196","","clouduser","centralindia","10.181.169.192/27","CU-BIG-DATA-ANALYTICS-NSG","","Standard_D8as_v5","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","AVM-CUBA-DEMO4","Windows","Succeeded","10.181.169.197","","clouduser","centralindia","10.181.169.192/27","CU-BIG-DATA-ANALYTICS-NSG","","Standard_D4as_v5","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","AVM-CU-BIGDATA-ANALYTICS-002","Linux","Succeeded","10.181.179.5","","TECHMADMIN","centralindia","10.181.179.0/28","CU-BIGDATA_ANALYTICS-LINUX-NSG","","Standard_B4ms","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","AVM-CU-BIGDATA-ANALYTICS-012","Windows","Succeeded","10.181.179.25","","clouduser","centralindia","10.181.179.16/28","CU-BIGDATA_ANALYTICS-WINDOWS-NSG","","Standard_D8as_v5","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","AVM-CU-BIGDATA-ANALYTICS-014","Windows","Succeeded","10.181.179.26","","clouduser","centralindia","10.181.179.16/28","CU-BIGDATA_ANALYTICS-WINDOWS-NSG","","Standard_D16as_v5","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","AVM-CU-BIGDATA-ANALYTICS-006","Windows","Succeeded","10.181.179.11","","clouduser","centralindia","10.181.179.0/28","CU-BIGDATA_ANALYTICS-WINDOWS-NSG","","Standard_D2as_v4","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","AVM-CU-BIGDATA-ANALYTICS-004","Windows","Succeeded","10.181.179.9","","clouduser","centralindia","10.181.179.0/28","CU-BIGDATA_ANALYTICS-WINDOWS-NSG","","Standard_B4ms","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","AVM-CUBIGDATA-VM03","Linux","Succeeded","10.181.179.23","","clouduser","centralindia","10.181.179.16/28","CU-BIGDATA_ANALYTICS-LINUX-NSG","","Standard_D8ads_v5","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","AVM-CU-BIGDATA-ANALYTICS-013","Windows","Succeeded","10.181.179.27","","clouduser","centralindia","10.181.179.16/28","CU-BIGDATA_ANALYTICS-WINDOWS-NSG","","Standard_D8ads_v5","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","AVM-CU-BIGDATA-ANALYTICS-001","Windows","Succeeded","10.181.179.4","","TECHMADMIN","centralindia","10.181.179.0/28","CU-BIGDATA_ANALYTICS-WINDOWS-NSG","","Standard_D2s_v3","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","AVM-CUBA-DEMO3","Windows","Succeeded","10.181.169.198","","clouduser","centralindia","10.181.169.192/27","CU-BIG-DATA-ANALYTICS-NSG","","Standard_D8as_v5","","2023-07-17T06:52:23"
"Azure","CU BIG DATA & ANALYTICS","456d9cf5-7e04-4cf4-9687-76d81589067a","VM-List","AVM-CU-BIGDATA-ANALYTICS-008","Windows","Succeeded","10.181.179.13","","clouduser","centralindia","10.181.179.0/28","CU-BIGDATA_ANALYTICS-WINDOWS-NSG","","Standard_D4as_v4","","2023-07-17T06:52:23"
